Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Rarely,Research & Development,5,338,3,2,Research Scientist,4,2911,1,No,2,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,339,4,2,Manufacturing Director,1,5957,6,No,3,3,11,9,5,9
37,No,Travel_Rarely,Research & Development,1,340,3,2,Research Scientist,1,3920,2,No,2,2,3,1,0,2
45,No,Travel_Frequently,Research & Development,7,341,1,4,Manufacturing Director,3,6434,4,No,1,3,3,2,0,2
37,Yes,Travel_Frequently,Research & Development,10,342,1,3,Manufacturing Director,3,10048,6,No,5,3,1,0,0,0
39,No,Travel_Frequently,Research & Development,2,343,3,3,Healthcare Representative,3,10938,0,No,1,3,19,6,11,8
29,No,Travel_Rarely,Research & Development,15,346,3,3,Research Scientist,4,2340,1,No,1,3,6,5,1,5
42,No,Travel_Rarely,Research & Development,17,347,4,4,Research Scientist,1,6545,3,Yes,1,3,3,2,0,2
29,No,Travel_Rarely,Sales,20,349,4,3,Sales Executive,4,6931,2,No,2,3,3,2,0,2
25,No,Travel_Rarely,Research & Development,1,350,1,3,Manufacturing Director,3,4898,0,No,3,3,4,2,1,2
42,No,Travel_Rarely,Research & Development,2,351,4,2,Laboratory Technician,1,2593,0,Yes,4,3,9,6,7,8
40,No,Travel_Rarely,Research & Development,2,352,1,3,Research Director,3,19436,0,No,5,3,21,7,3,9
51,No,Travel_Rarely,Research & Development,1,353,3,3,Research Scientist,4,2723,1,No,0,2,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,29,355,3,2,Laboratory Technician,2,3479,0,No,2,4,5,4,1,4
32,No,Travel_Frequently,Research & Development,7,359,2,4,Laboratory Technician,2,2794,1,No,3,1,5,1,0,3
38,No,Non-Travel,Sales,2,361,4,2,Sales Executive,4,5249,3,No,0,3,8,7,7,5
32,No,Travel_Rarely,Research & Development,2,362,4,2,Laboratory Technician,1,2176,4,No,5,3,6,2,0,4
46,No,Travel_Rarely,Sales,2,363,3,1,Manager,2,16872,3,Yes,2,2,7,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,364,1,3,Laboratory Technician,3,3485,2,No,5,1,0,0,0,0
29,No,Travel_Rarely,Sales,2,366,1,2,Sales Executive,2,6644,2,No,2,3,0,0,0,0
31,No,Travel_Rarely,Research & Development,23,367,2,2,Healthcare Representative,4,5582,0,No,2,3,9,0,7,8
25,No,Non-Travel,Research & Development,5,369,2,4,Healthcare Representative,1,4000,1,No,2,3,6,3,1,5
45,No,Travel_Rarely,Research & Development,20,372,3,3,Healthcare Representative,4,13496,0,Yes,2,3,20,7,4,10
36,No,Travel_Rarely,Research & Development,6,373,4,3,Laboratory Technician,4,3210,0,No,4,3,15,13,10,11
55,No,Travel_Rarely,Research & Development,1,374,4,3,Manager,1,19045,0,Yes,2,3,36,10,4,13
47,Yes,Non-Travel,Research & Development,29,376,1,3,Manager,2,11849,1,Yes,2,2,10,7,9,9
28,No,Travel_Rarely,Research & Development,9,377,4,3,Research Scientist,4,2070,1,No,3,2,5,2,0,4
37,No,Travel_Rarely,Sales,6,378,3,3,Sales Executive,4,6502,4,No,5,4,5,4,0,1
21,No,Travel_Rarely,Research & Development,3,379,4,2,Research Scientist,3,3230,1,No,4,4,3,2,1,0
37,No,Non-Travel,Research & Development,1,380,1,3,Research Director,4,13603,2,Yes,2,3,5,2,0,2
35,No,Travel_Rarely,Research & Development,22,381,2,4,Manager,2,11996,7,No,6,2,7,7,6,2
38,No,Travel_Rarely,Sales,7,382,1,4,Sales Executive,1,5605,1,Yes,3,3,8,0,7,7
26,No,Travel_Frequently,Research & Development,1,384,3,3,Manufacturing Director,2,6397,1,No,6,1,6,5,1,4
50,No,Travel_Rarely,Research & Development,4,385,1,3,Research Director,2,19144,3,No,4,2,10,4,1,6
53,No,Travel_Rarely,Research & Development,3,386,3,3,Research Director,3,17584,3,Yes,5,2,5,3,1,3
42,No,Travel_Rarely,Sales,1,387,2,3,Sales Executive,3,4907,1,No,3,3,20,16,11,6
29,No,Travel_Frequently,Sales,2,388,2,3,Sales Executive,4,4554,1,No,3,2,10,7,0,9
55,No,Travel_Rarely,Research & Development,20,389,2,3,Laboratory Technician,4,5415,3,Yes,4,3,10,7,0,8
26,No,Travel_Frequently,Research & Development,11,390,1,3,Healthcare Representative,1,4741,1,Yes,3,3,5,3,3,3
37,No,Travel_Rarely,Research & Development,1,391,4,3,Research Scientist,4,2115,1,No,3,3,17,12,5,7
44,Yes,Travel_Frequently,Research & Development,24,392,4,3,Laboratory Technician,3,3161,3,Yes,0,1,1,0,0,0
38,No,Travel_Rarely,Research & Development,23,393,4,3,Healthcare Representative,4,5745,9,No,2,3,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,394,1,3,Laboratory Technician,2,2373,2,Yes,2,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,8,395,4,3,Research Scientist,4,3310,1,No,3,3,5,3,0,2
49,No,Travel_Frequently,Research & Development,10,396,3,3,Research Director,1,18665,9,Yes,4,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,397,3,3,Research Scientist,2,4485,4,No,2,3,8,0,7,7
31,No,Travel_Frequently,Sales,5,399,4,3,Sales Representative,2,2789,1,No,5,2,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,401,4,2,Sales Executive,4,5828,1,Yes,0,3,8,7,7,4
37,No,Travel_Frequently,Research & Development,9,403,2,3,Research Scientist,4,2326,1,Yes,3,2,4,2,1,2
42,No,Travel_Frequently,Sales,26,404,3,3,Sales Executive,2,13525,5,No,2,4,20,4,4,8
18,Yes,Travel_Rarely,Research & Development,3,405,3,3,Laboratory Technician,3,1420,1,No,2,3,0,0,0,0
35,No,Travel_Rarely,Sales,16,406,3,3,Sales Executive,2,8020,0,No,3,2,11,9,6,9
36,No,Travel_Frequently,Research & Development,18,407,3,4,Laboratory Technician,4,3688,4,No,2,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,2,408,4,1,Manufacturing Director,2,5482,5,No,3,3,4,1,1,2
41,No,Travel_Rarely,Sales,2,410,4,3,Manager,2,16015,1,No,2,3,22,10,0,4
18,No,Travel_Rarely,Sales,10,411,4,2,Sales Representative,3,1200,1,No,2,3,0,0,0,0
28,No,Travel_Rarely,Research & Development,16,412,2,4,Healthcare Representative,1,5661,0,No,2,3,8,3,0,7
31,No,Travel_Rarely,Sales,7,416,2,4,Sales Executive,4,6929,4,No,3,2,8,7,7,7
39,No,Travel_Rarely,Research & Development,1,417,3,4,Healthcare Representative,4,9613,0,No,5,2,18,10,3,7
36,No,Non-Travel,Research & Development,24,419,2,3,Laboratory Technician,2,5674,7,No,3,3,9,8,0,8
32,No,Travel_Rarely,Sales,7,420,4,2,Sales Executive,3,5484,1,No,3,2,13,8,4,8
38,No,Travel_Rarely,Research & Development,25,421,1,2,Research Director,2,12061,3,No,2,3,10,8,0,1
58,No,Non-Travel,Research & Development,1,422,4,1,Healthcare Representative,3,5660,2,Yes,2,3,5,3,1,2
31,No,Travel_Rarely,Research & Development,5,423,3,3,Research Scientist,4,4821,0,Yes,4,3,5,2,0,3
31,No,Travel_Rarely,Human Resources,2,424,1,2,Human Resources,1,6410,3,No,1,3,2,2,1,0
45,No,Travel_Frequently,Research & Development,7,425,1,3,Laboratory Technician,1,5210,1,No,2,3,24,9,9,11
31,No,Travel_Rarely,Research & Development,2,426,3,3,Research Scientist,4,2695,0,Yes,2,1,2,2,2,2
33,No,Travel_Frequently,Research & Development,5,428,4,3,Manager,2,11878,6,No,2,3,10,6,8,8
39,No,Travel_Rarely,Research & Development,10,429,3,3,Manager,1,17068,1,Yes,3,3,21,9,11,10
43,No,Travel_Frequently,Research & Development,10,430,3,3,Laboratory Technician,4,2455,0,No,5,3,8,7,1,7
49,No,Travel_Rarely,Research & Development,1,431,3,2,Healthcare Representative,3,13964,7,Yes,2,3,7,1,0,7
52,Yes,Travel_Rarely,Research & Development,8,433,3,2,Research Scientist,2,4941,2,No,3,2,8,2,7,7
27,No,Travel_Rarely,Research & Development,5,434,3,3,Research Scientist,2,2478,1,Yes,2,2,4,3,1,2
32,No,Travel_Rarely,Sales,8,436,3,2,Sales Executive,2,5228,1,Yes,2,3,13,12,11,9
27,No,Travel_Rarely,Sales,2,437,4,3,Sales Executive,3,4478,1,Yes,3,3,5,4,0,4
31,No,Travel_Rarely,Sales,7,438,4,3,Sales Executive,4,7547,4,No,3,3,7,7,1,7
32,No,Travel_Rarely,Research & Development,2,439,1,4,Research Scientist,4,5055,7,No,0,2,7,7,0,7
28,Yes,Travel_Rarely,Research & Development,2,440,1,1,Research Scientist,4,3464,5,Yes,4,2,3,2,2,2
30,No,Travel_Rarely,Research & Development,28,441,4,3,Research Scientist,4,5775,1,No,2,3,10,8,1,9
31,No,Travel_Frequently,Research & Development,7,442,3,2,Manufacturing Director,3,8943,1,No,2,3,10,9,8,9
39,No,Travel_Frequently,Research & Development,7,444,3,2,Manager,4,19272,1,No,2,3,21,9,13,3
39,Yes,Travel_Rarely,Sales,3,445,4,3,Sales Executive,3,5238,4,Yes,3,2,1,0,0,0
33,No,Travel_Frequently,Sales,10,446,2,2,Sales Executive,4,4682,3,No,6,2,7,7,0,1
47,No,Travel_Rarely,Research & Development,5,447,4,3,Research Director,3,18300,4,No,2,3,3,2,1,1
43,No,Travel_Frequently,Research & Development,10,448,3,2,Laboratory Technician,3,5257,1,No,3,4,9,7,0,0
27,No,Non-Travel,Sales,1,449,3,3,Sales Executive,2,6349,0,Yes,0,3,5,4,1,4
54,No,Travel_Frequently,Research & Development,20,450,4,3,Research Scientist,3,4869,3,No,4,2,4,3,0,3
43,No,Travel_Rarely,Research & Development,7,451,3,3,Healthcare Representative,1,9985,8,No,1,2,1,0,0,0
45,No,Travel_Rarely,Research & Development,8,452,4,3,Research Scientist,4,3697,9,No,3,3,10,9,9,8
40,No,Travel_Rarely,Sales,1,453,2,1,Sales Executive,4,7457,2,Yes,2,2,4,3,0,2
29,Yes,Travel_Rarely,Research & Development,8,454,2,1,Laboratory Technician,1,2119,1,Yes,4,2,7,7,0,7
29,No,Travel_Rarely,Research & Development,9,455,2,2,Laboratory Technician,4,3983,0,No,2,3,3,2,2,2
30,No,Travel_Rarely,Sales,5,456,4,2,Sales Executive,3,6118,1,No,2,3,10,9,1,2
27,No,Travel_Rarely,Sales,8,458,2,3,Sales Executive,2,6214,1,No,3,3,8,7,0,7
37,No,Travel_Rarely,Research & Development,5,460,4,3,Manufacturing Director,4,6347,7,No,2,2,6,2,0,4
38,No,Travel_Rarely,Research & Development,15,461,3,2,Research Director,4,11510,0,Yes,3,3,11,10,2,9
31,No,Travel_Rarely,Research & Development,7,462,3,3,Manufacturing Director,4,7143,1,Yes,2,2,11,9,4,10
29,No,Travel_Rarely,Sales,10,463,4,2,Sales Executive,2,8268,1,Yes,2,3,7,7,1,7
35,No,Travel_Rarely,Research & Development,5,464,3,3,Manufacturing Director,2,8095,0,No,5,3,16,6,0,13
23,No,Travel_Rarely,Research & Development,26,465,3,3,Research Scientist,4,2904,1,No,2,2,4,2,0,2
41,No,Travel_Rarely,Research & Development,6,466,4,2,Manufacturing Director,2,6032,6,Yes,3,3,5,4,1,2
47,No,Travel_Frequently,Sales,4,467,2,3,Sales Representative,3,2976,3,No,3,3,0,0,0,0
42,No,Travel_Rarely,Research & Development,23,468,1,3,Research Director,4,15992,2,No,2,3,1,0,0,0
29,No,Non-Travel,Sales,2,469,4,3,Sales Executive,3,4649,1,No,3,2,4,3,0,2
42,No,Travel_Rarely,Human Resources,2,470,3,3,Human Resources,3,2696,0,Yes,5,3,3,2,1,0
32,No,Travel_Rarely,Research & Development,2,471,3,3,Laboratory Technician,2,2370,1,No,4,3,8,0,0,7
48,No,Travel_Rarely,Sales,29,473,1,3,Manager,3,12504,3,No,3,1,0,0,0,0
37,No,Travel_Rarely,Research & Development,6,474,3,4,Research Scientist,1,5974,4,Yes,2,3,7,7,6,7
30,No,Non-Travel,Sales,25,475,4,3,Sales Executive,3,4736,7,Yes,2,4,2,2,2,2
26,No,Travel_Rarely,Sales,1,476,3,3,Sales Executive,3,5296,1,No,3,3,8,7,7,7
42,No,Travel_Rarely,Research & Development,2,477,1,2,Healthcare Representative,4,6781,3,No,6,3,1,0,0,0
21,Yes,Travel_Frequently,Sales,1,478,1,2,Sales Representative,2,2174,1,Yes,3,3,3,2,1,2
36,No,Non-Travel,Sales,1,479,4,3,Sales Executive,4,6653,4,No,6,3,1,0,0,0
36,No,Travel_Frequently,Sales,3,481,1,2,Sales Executive,4,9699,4,No,2,3,13,9,1,12
57,No,Travel_Rarely,Research & Development,1,482,4,3,Healthcare Representative,3,6755,2,No,2,3,3,2,1,2
40,No,Travel_Rarely,Research & Development,10,483,4,4,Laboratory Technician,3,2213,3,Yes,3,3,7,7,1,7
21,No,Non-Travel,Sales,9,484,1,3,Sales Representative,4,2610,1,No,3,2,3,2,2,2
33,Yes,Travel_Rarely,Sales,5,485,4,3,Sales Representative,3,2851,1,Yes,2,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,10,486,3,3,Laboratory Technician,1,3452,6,No,3,3,5,4,0,3
46,No,Non-Travel,Research & Development,7,487,3,3,Manufacturing Director,3,5258,2,No,2,4,1,0,0,0
41,Yes,Travel_Frequently,Sales,4,488,1,3,Sales Executive,2,9355,1,No,5,3,8,7,7,7
50,No,Travel_Rarely,Research & Development,10,491,4,2,Healthcare Representative,4,10496,6,No,2,3,4,3,1,3
40,Yes,Travel_Rarely,Sales,22,492,3,2,Sales Executive,3,6380,2,Yes,6,3,6,4,1,0
31,No,Travel_Rarely,Research & Development,9,493,3,2,Research Scientist,2,2657,0,Yes,5,3,2,2,2,2
21,Yes,Travel_Rarely,Sales,12,494,3,4,Sales Representative,2,2716,1,No,0,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,23,495,4,3,Research Scientist,4,2201,9,No,4,3,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,496,3,2,Healthcare Representative,2,6540,9,No,5,3,1,1,0,0
27,No,Travel_Rarely,Research & Development,1,497,4,3,Laboratory Technician,2,3816,1,No,2,3,5,2,0,4
28,No,Travel_Rarely,Sales,9,498,2,3,Sales Executive,4,5253,1,No,1,3,7,5,0,7
49,No,Travel_Rarely,Research & Development,7,499,2,2,Healthcare Representative,3,10965,8,No,2,3,5,2,0,0
51,No,Travel_Rarely,Sales,14,500,3,3,Sales Executive,4,4936,4,No,2,2,7,7,0,7
36,No,Travel_Rarely,Research & Development,2,501,4,3,Research Scientist,3,2543,4,No,3,3,2,2,2,2
34,Yes,Non-Travel,Sales,19,502,1,4,Sales Executive,4,5304,8,Yes,3,2,5,2,0,4
55,No,Travel_Rarely,Research & Development,2,505,3,3,Manager,4,16659,2,Yes,2,3,5,4,1,2
24,No,Travel_Rarely,Sales,10,507,4,3,Sales Executive,3,4260,1,Yes,2,4,5,2,0,3
30,No,Travel_Rarely,Sales,2,508,3,3,Sales Representative,2,2476,1,No,3,3,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,3,510,3,3,Research Scientist,1,3102,0,No,2,3,6,4,0,4
22,No,Travel_Rarely,Research & Development,11,511,1,3,Research Scientist,2,2244,1,No,1,3,2,1,1,2
36,No,Travel_Rarely,Sales,2,513,2,2,Sales Executive,3,7596,1,No,2,3,10,9,9,0
30,Yes,Travel_Frequently,Research & Development,4,514,3,3,Research Scientist,4,2285,9,Yes,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,14,515,4,3,Laboratory Technician,1,3034,1,No,2,2,18,7,12,17
40,No,Travel_Rarely,Sales,2,516,4,3,Sales Executive,2,5715,7,No,5,3,5,4,1,3
42,No,Travel_Rarely,Research & Development,1,517,2,3,Laboratory Technician,1,2576,3,No,5,3,5,2,1,2
37,No,Travel_Rarely,Research & Development,10,518,3,3,Manufacturing Director,2,4197,2,Yes,2,2,1,0,0,1
43,No,Travel_Rarely,Research & Development,12,520,1,2,Research Director,2,14336,1,No,3,3,25,10,3,9
40,No,Travel_Rarely,Research & Development,2,521,2,2,Laboratory Technician,3,3448,6,No,3,3,1,0,0,0
54,No,Travel_Rarely,Research & Development,5,522,1,3,Research Director,1,19406,4,No,4,2,4,2,1,2
34,No,Non-Travel,Sales,4,523,3,3,Sales Executive,3,6538,9,No,3,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,7,524,2,3,Manufacturing Director,1,4306,1,No,5,1,13,10,3,12
43,No,Travel_Frequently,Research & Development,21,525,4,3,Laboratory Technician,4,2258,7,No,1,3,3,2,1,2
43,No,Travel_Rarely,Research & Development,8,526,3,3,Healthcare Representative,3,4522,4,Yes,3,3,5,2,0,2
25,No,Travel_Rarely,Sales,4,527,2,2,Sales Executive,4,4487,1,Yes,3,3,5,4,1,3
37,No,Non-Travel,Research & Development,25,529,2,3,Research Scientist,3,4449,3,Yes,2,3,13,11,10,7
31,No,Travel_Rarely,Research & Development,1,530,4,2,Laboratory Technician,1,2218,1,No,3,3,4,2,3,2
39,No,Travel_Frequently,Research & Development,1,531,2,3,Manager,3,19197,1,Yes,3,3,21,8,1,6
56,No,Travel_Frequently,Sales,6,532,3,4,Sales Executive,1,13212,9,No,0,2,7,7,7,7
30,No,Travel_Rarely,Sales,12,533,2,3,Sales Executive,3,6577,0,No,6,3,5,4,4,4
41,No,Travel_Rarely,Sales,1,534,2,4,Sales Executive,1,8392,1,No,2,3,10,7,0,7
28,No,Travel_Rarely,Research & Development,17,536,3,3,Laboratory Technician,1,4558,1,No,2,3,10,0,1,8
25,Yes,Travel_Rarely,Research & Development,3,538,1,3,Laboratory Technician,1,4031,5,No,5,3,2,2,0,2
52,No,Travel_Rarely,Research & Development,3,543,4,2,Manufacturing Director,3,7969,2,Yes,4,3,5,4,0,4
45,No,Travel_Rarely,Research & Development,10,544,1,3,Research Scientist,4,2654,3,No,3,2,2,2,0,2
52,No,Travel_Rarely,Research & Development,4,546,4,3,Manager,4,16555,2,No,2,1,5,2,1,4
42,No,Travel_Frequently,Research & Development,29,547,1,3,Research Scientist,3,4556,2,No,3,3,5,4,0,2
30,No,Travel_Rarely,Research & Development,2,548,3,1,Manufacturing Director,4,6091,2,No,2,3,5,4,0,2
60,No,Travel_Rarely,Research & Development,7,549,1,3,Manager,1,19566,5,No,5,1,29,8,11,10
46,No,Travel_Rarely,Research & Development,18,550,3,3,Manufacturing Director,3,4810,2,No,5,2,10,7,0,8
42,No,Travel_Frequently,Research & Development,28,551,4,2,Healthcare Representative,4,4523,0,No,4,4,6,5,0,4
24,Yes,Travel_Rarely,Sales,1,554,1,3,Sales Representative,2,3202,1,Yes,4,3,5,3,1,4
34,Yes,Travel_Frequently,Sales,6,555,4,1,Sales Representative,3,2351,0,No,3,2,2,2,1,0
38,No,Travel_Frequently,Research & Development,2,556,4,3,Laboratory Technician,4,1702,1,Yes,3,3,1,0,0,0
40,No,Travel_Rarely,Sales,2,558,3,3,Manager,3,18041,0,No,2,3,20,15,1,12
26,No,Travel_Rarely,Research & Development,23,560,1,3,Research Scientist,4,2886,1,No,3,1,3,2,0,2
30,No,Non-Travel,Research & Development,3,562,3,3,Laboratory Technician,4,2097,4,No,3,1,5,3,1,4
29,No,Travel_Rarely,Research & Development,3,564,2,2,Research Director,3,11935,1,No,2,3,10,2,0,7
29,Yes,Travel_Rarely,Research & Development,25,565,3,2,Research Scientist,2,2546,5,No,2,4,2,2,1,1
19,Yes,Travel_Rarely,Human Resources,2,566,1,2,Human Resources,4,2564,1,No,3,4,1,0,0,0
30,No,Non-Travel,Sales,22,567,3,3,Sales Executive,1,8412,0,No,3,3,9,8,7,8
57,No,Travel_Rarely,Sales,29,568,1,2,Manager,4,14118,3,No,3,2,1,0,0,0
50,No,Travel_Rarely,Research & Development,29,569,2,2,Manager,3,17046,0,No,2,3,27,10,15,7
30,No,Non-Travel,Research & Development,2,571,3,3,Laboratory Technician,4,2564,0,No,2,2,11,7,6,7
60,No,Travel_Frequently,Sales,28,573,3,2,Sales Executive,1,10266,4,No,5,4,18,13,13,11
47,No,Travel_Rarely,Research & Development,2,574,1,3,Manufacturing Director,4,5070,5,No,2,3,5,0,0,4
46,No,Travel_Rarely,Research & Development,2,575,1,3,Research Director,3,17861,6,No,2,1,3,2,0,1
35,No,Travel_Rarely,Research & Development,22,577,4,1,Laboratory Technician,3,4230,0,No,2,3,5,4,4,3
54,No,Travel_Rarely,Research & Development,8,578,3,3,Laboratory Technician,3,3780,7,No,3,3,1,0,0,0
34,No,Travel_Rarely,Research & Development,2,579,4,2,Research Scientist,3,2768,3,No,3,3,7,3,5,7
46,No,Travel_Rarely,Sales,10,580,3,2,Sales Executive,4,9071,2,Yes,3,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,9,581,3,3,Manufacturing Director,2,10648,1,No,6,4,13,8,0,8
33,Yes,Travel_Rarely,Research & Development,15,582,2,3,Manager,3,13610,7,Yes,2,4,7,6,7,7
33,Yes,Travel_Rarely,Research & Development,10,584,1,1,Laboratory Technician,4,3408,7,No,2,3,4,3,1,3
30,No,Travel_Rarely,Sales,7,585,4,3,Sales Representative,2,2983,0,No,3,3,3,2,1,2
35,No,Travel_Rarely,Research & Development,16,586,4,3,Healthcare Representative,3,7632,4,Yes,2,3,8,7,0,0
31,Yes,Travel_Frequently,Research & Development,20,587,1,3,Healthcare Representative,3,9824,3,No,2,3,1,0,0,0
34,Yes,Travel_Frequently,Human Resources,23,590,2,3,Human Resources,1,9950,9,Yes,2,3,3,2,0,2
42,No,Travel_Frequently,Research & Development,5,591,2,3,Laboratory Technician,3,2093,4,No,4,3,2,2,2,0
36,No,Non-Travel,Sales,10,592,2,3,Sales Executive,4,9980,1,No,3,2,10,3,9,7
22,Yes,Travel_Frequently,Research & Development,4,593,3,2,Laboratory Technician,3,3894,5,No,3,3,2,2,1,2
48,No,Travel_Rarely,Sales,2,595,2,3,Sales Executive,4,4051,2,No,2,3,9,7,6,7
55,No,Travel_Rarely,Sales,18,597,1,3,Manager,2,16835,3,No,2,3,10,9,7,7
41,No,Non-Travel,Sales,10,599,4,3,Sales Executive,4,6230,7,No,3,3,14,3,1,10
35,No,Travel_Rarely,Sales,1,600,2,3,Sales Executive,3,4717,9,No,2,3,11,9,6,9
40,No,Travel_Rarely,Research & Development,6,601,2,3,Manufacturing Director,3,13237,7,No,3,3,20,6,5,13
39,No,Travel_Frequently,Research & Development,8,602,3,3,Laboratory Technician,3,3755,1,No,3,3,8,3,0,7
31,No,Travel_Rarely,Sales,2,604,2,3,Sales Executive,4,6582,4,Yes,2,4,6,5,0,5
42,No,Travel_Rarely,Research & Development,24,605,4,3,Manufacturing Director,1,7406,1,Yes,5,2,10,9,5,8
45,No,Travel_Rarely,Sales,2,606,4,3,Sales Executive,2,4805,0,No,3,4,8,7,3,7
26,Yes,Travel_Frequently,Human Resources,17,608,2,3,Human Resources,3,2741,0,Yes,2,2,7,7,1,0
29,No,Travel_Rarely,Research & Development,19,611,4,3,Manufacturing Director,4,4262,4,No,2,4,3,2,1,2
33,No,Travel_Rarely,Research & Development,1,612,1,4,Research Director,3,16184,4,No,2,3,6,1,0,5
31,No,Travel_Rarely,Sales,7,613,3,2,Manager,4,11557,9,No,3,2,5,4,0,1
18,Yes,Travel_Frequently,Sales,5,614,2,3,Sales Representative,2,1878,1,Yes,3,3,0,0,0,0
40,No,Non-Travel,Sales,28,615,3,1,Sales Executive,1,10932,3,No,2,3,1,0,0,1
41,No,Non-Travel,Research & Development,2,616,1,2,Healthcare Representative,3,6811,2,Yes,3,3,8,7,0,7
26,No,Travel_Rarely,Sales,29,618,1,3,Sales Executive,3,4306,5,No,5,3,0,0,0,0
35,No,Travel_Rarely,Sales,1,620,1,3,Sales Executive,3,4859,1,No,3,3,5,4,0,3
34,No,Travel_Rarely,Sales,21,621,4,4,Sales Executive,4,5337,1,No,3,3,10,7,5,7
26,Yes,Travel_Rarely,Research & Development,24,622,3,1,Laboratory Technician,4,2340,1,Yes,3,1,1,0,0,0
37,No,Travel_Rarely,Research & Development,1,623,2,3,Manufacturing Director,4,7491,4,No,3,4,6,5,1,2
46,No,Travel_Frequently,Research & Development,18,624,1,3,Healthcare Representative,3,10527,5,No,3,2,2,2,1,2
41,No,Travel_Rarely,Sales,2,625,2,3,Manager,1,16595,7,No,2,3,18,16,11,8
37,No,Non-Travel,Sales,9,626,1,3,Sales Executive,2,8834,1,No,6,3,9,5,7,7
52,No,Travel_Rarely,Research & Development,6,630,4,3,Research Scientist,1,5577,3,Yes,3,3,10,9,6,9
32,Yes,Non-Travel,Sales,11,631,4,4,Sales Executive,3,4707,8,No,2,3,4,2,1,2
24,No,Travel_Frequently,Sales,24,632,4,3,Sales Representative,4,2400,0,No,3,3,2,2,2,1
38,No,Travel_Rarely,Research & Development,10,634,3,3,Healthcare Representative,3,9824,3,No,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,1,635,2,3,Manufacturing Director,2,6447,6,No,2,2,6,5,4,3
49,No,Travel_Rarely,Research & Development,18,638,4,2,Research Director,3,19502,1,Yes,5,3,31,9,0,9
24,No,Travel_Rarely,Research & Development,23,639,2,4,Research Scientist,4,2725,1,Yes,3,3,6,5,1,4
26,No,Travel_Rarely,Sales,28,641,1,3,Sales Executive,2,6272,1,No,5,4,5,3,1,4
24,No,Travel_Rarely,Research & Development,17,643,4,2,Laboratory Technician,2,2127,1,No,2,3,1,0,0,0
50,No,Travel_Frequently,Human Resources,3,644,1,3,Manager,2,18200,1,No,2,3,32,5,10,7
25,No,Travel_Rarely,Sales,13,645,2,3,Sales Representative,3,2096,1,No,1,3,7,4,0,6
24,Yes,Travel_Frequently,Research & Development,7,647,1,3,Laboratory Technician,3,2886,1,Yes,4,3,6,3,1,2
30,Yes,Travel_Frequently,Sales,12,648,2,2,Sales Representative,1,2033,1,No,2,4,1,0,0,0
34,No,Travel_Rarely,Research & Development,1,649,2,2,Research Scientist,4,3622,1,Yes,3,3,6,5,1,3
31,Yes,Travel_Rarely,Sales,13,650,2,3,Sales Executive,1,4233,2,No,2,1,3,1,1,2
35,No,Travel_Rarely,Research & Development,25,652,1,2,Laboratory Technician,4,3681,4,No,3,3,3,2,0,2
31,No,Travel_Rarely,Sales,6,653,1,4,Sales Executive,4,5460,4,No,4,4,7,7,5,7
27,No,Travel_Rarely,Research & Development,6,655,1,2,Research Scientist,3,2187,0,No,5,2,5,3,0,3
37,No,Travel_Rarely,Sales,2,656,4,3,Sales Executive,3,9602,4,Yes,3,2,3,0,1,0
20,No,Travel_Rarely,Research & Development,1,657,4,2,Research Scientist,2,2836,1,No,0,4,1,0,0,0
42,No,Travel_Rarely,Research & Development,2,659,3,3,Healthcare Representative,4,4089,1,No,4,3,10,2,2,2
43,No,Travel_Rarely,Research & Development,6,661,2,2,Research Director,4,16627,4,Yes,3,2,1,0,0,0
38,No,Travel_Rarely,Research & Development,1,662,3,3,Research Scientist,1,2619,3,No,3,2,0,0,0,0
43,No,Travel_Frequently,Research & Development,9,663,4,3,Laboratory Technician,3,5679,3,Yes,3,3,8,7,4,7
48,No,Travel_Rarely,Research & Development,1,664,4,2,Manager,1,15402,7,No,3,1,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,665,1,2,Human Resources,3,5985,4,No,1,4,2,2,0,2
34,No,Travel_Rarely,Sales,14,666,3,3,Sales Representative,3,2579,1,Yes,3,3,8,2,0,6
27,Yes,Travel_Rarely,Sales,2,667,3,3,Sales Representative,1,3041,0,No,3,3,4,3,0,2
